Institution,Year,,Mean_Tone_Score,Median_Tone_Score,[ID],INSTITUTION,Institution_std,TLO Age,MEDSCHOOL,corrected_medschool,MEDSCHOOL (cat),STATE,STATE (cat),INSTTYPE,INSTTYPE (cat),Carnegie R1,Carnegie R2,Carnegie Classification (cat),Private,Private (cat),Stem program,Stem program (cat),Urbanicity,Urbanicity (cat),Land-Grant Institution,Land-Grant Institution (cat),Tot Res Exp,tot_res_expend,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Net Licensing Income,License Income/Invention Disclosure,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,Fed Disclosure,INVDISRES,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,Iss US Pat_Missing,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,startup_missing,St-Ups w Equ,Lic FTEs,Oth FTEs,Ex Copyright Lic,Ex Oth Non-Open Src Lic,Ex Pat Lic,Non-Ex Copyright Lic,Non-Ex Oth Non-Open Src Lic,Non-Ex Pat Lic,Tot Copyright Lic,Tot Oth Non_Open Src Lic,Tot Pat Lic,Non-Bin Gndr Disc,Non-Bin Gndr Disc (cat),Race Ethnicity,Race Ethnicity (cat),Non-Bin Gndr Pat,Non-Bin Gndr Pat (cat),Race Ethnicity Pat,Race Ethnicity Pat (cat),Institution_std_lower,Flat,Flat (cat),$0-10k,$10-50k,$50-100k,$100-300k,$300-500k,$0.5-1M,>$1M,Royalty Share,royalty_adjusted,royalty_adjusted_numerical,,weighted_share,Fee,Lab,Lab (cat),More,More (cat),combinedshare_LS,faculty2,matching,faculty2_corrected,invdisrec,newpatappfld,issuspat,discperfaculty2,appperfac2,issperfac2,ID,Duplicates,Num Duplicates,Institution Founding Year,Age_of_uni
Virginia Tech,2023,Virginia Tech2023,0.473615046,0.499063206,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),38,1,1,Yes,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,596113000,,2,282152000,35761000,1172178,454398,329,17,0,7,19,,,7,24,2,,$0.00 ,0,40,28,"$254,908.00 ","$211,982.00 ","$1,117,564.00 ","$12,834.57 ",1835344,1580436,143,52,,95,0,81,10,159,34,0,16,50,2,3,4,0,1,2,4,0,13,4,2,2,3,2,15,7,,,0,No,,,0,No,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,1,Yes,0,No,58.67%,227,2023Virginia Tech,907,159,47,29,0.12328511,0.036442768,0.022485964,University of Minnesota1996,0,1,1872,153
Virginia Tech,2016,Virginia Tech2016,0.488563604,0.499386446,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),31,1,1,yes,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,521773000,,49,195859000,40349000,1054655,873061,195,17,0,40,5,4,118,14,31,18,84,$0.00 ,0,51,33,"$511,422.00 ","$228,721.00 ","$1,660,770.00 ","$11,587.19 ",1842364,1330942,159,,,97,1,95,1,137,20,0,,24,6,1,4,0,0,4,5,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,1,Yes,0,No,58.67%,227,2016Virginia Tech,907,144,50,38,0.11165444,0.038768902,0.029464366,University of Minnesota1998,0,1,1872,153
Virginia Tech,2006,Virginia Tech2006,0.390021207,0.489005657,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),21,0,1,No,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,155493910,,10,115721911,13906050,582302,157910,241,9,1,2,7,1,14,1,8,2,,"$143,965.00 ",0,62,60,"$30,000.00 ",$0.00 ,"$1,501,172.00 ","$16,181.21 ",1925564,1751599,119,,,47,1,36,10,86,28,0,0,,0,1,1,0,1,1,3,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,1,Yes,0,No,58.67%,226,2006Virginia Tech,907,224,83,38,0.17368469,0.06435638,0.029464366,University of Minnesota2004,0,1,1872,153
Virginia Tech,2015,Virginia Tech2015,0.488563604,0.499386446,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),30,1,1,yes,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,504282000,,38,196096000,30292000,1135560,806601,143,10,0,21,9,8,114,12,22,16,42,$963.00 ,0,50,24,"$170,131.00 ","$261,742.00 ","$1,639,988.00 ","$18,751.88 ",1968947,1797853,105,,,87,1,81,0,138,19,0,1,26,1,7,8,0,0,4,5,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,1,Yes,0,No,58.67%,225,2015Virginia Tech,907,219,60,55,0.16980779,0.04652268,0.042645793,University of Minnesota1999,0,1,1872,153
Virginia Tech,2008,Virginia Tech2008,0.501823924,0.500000293,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),23,0,1,No,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,199635893,,20,135577000,20475000,686874,264278,145,16,0,1,18,1,24,0,15,5,,"$3,500.00 ",0,70,70,"$5,075.00 ", ,"$1,553,271.00 ","$10,029.78 ",1975867,1967292,197,,39,85,0,81,4,122,23,0,1,,0,2,3,0,,4,3,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,0,No,0,No,33.33%,225,2008Virginia Tech,907,62,12,7,0.06810586,0.013181779,0.007689371,University of Missouri System1993,0,1,1872,153
Virginia Tech,2007,Virginia Tech2007,0.390021207,0.489005657,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),22,0,1,No,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,181862068,,15,131417153,16848933,679979,186485,157,10,0,2,11,2,38,1,11,4,,$0.00 ,0,60,60,$0.00 ,$0.00 ,"$1,497,056.00 ","$15,798.02 ",1990550,1990550,126,,6,77,0,66,11,119,33,0,0,,0,2,2,0,1,4,3,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,1,Yes,0,No,58.67%,225,2007Virginia Tech,907,218,72,54,0.16903241,0.05582722,0.041870415,University of Minnesota2003,0,1,1872,153
Virginia Tech,2009,Virginia Tech2009,0.501823924,0.500000293,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),24,0,1,No,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,211519580,,35,153975274,23140427,591641,461565,,24,3,6,22,7,100,4,28,7,,$107.00 ,0,,,$0.00 ,"$135,440.00 ","$1,892,434.00 ","$11,491.53 ",2022510,2022403,176,,,86,1,85,0,114,15,0,0,,0,2,6,0,0,5,4,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,1,Yes,0,No,58.67%,225,2009Virginia Tech,907,236,94,43,0.18298921,0.072885536,0.033341255,University of Minnesota2002,0,1,1872,153
Virginia Tech,2001,Virginia Tech2001,0.390021207,0.489005657,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),16,0,1,No,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,216300000,,15,197900000,18400000,289039,61857,140,11,2,5,7,3,,4,,,,$0.00 ,0,75,75,$0.00 ,$0.00 ,"$1,817,342.00 ","$18,757.10 ",2044524,2044524,109,,,90,,,,108,16,0,2,17,1,3,3,0,2,4,2,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,1,Yes,0,No,58.67%,225,2001Virginia Tech,907,230,80,28,0.17833695,0.062030245,0.021710586,University of Minnesota2006,0,1,1872,153
Virginia Tech,2003,Virginia Tech2003,0.390021207,0.489005657,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),18,0,1,No,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,247807000,,37,98143000,24759000,205856,95700,150,36,6,11,14,12,,1,,,,$0.00 ,0,124,42,"$390,347.00 ",$0.00 ,"$2,098,473.00 ","$15,775.92 ",2208629,1818282,140,,,98,,,,114,34,0,,27,0,4,5,0,2,2,3,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,0,No,0,No,33.33%,225,2003Virginia Tech,907,55,12,8,0.060416486,0.013181779,0.008787853,University of Missouri System1994,0,1,1872,153
Virginia Tech,2012,Virginia Tech2012,0.501823924,0.500000293,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),27,1,1,Yes,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,454417000,,34,184175000,25056000,824616,607315,,15,0,17,11,6,104,13,28,6,0,$0.00 ,0,66,23,"$1,149,356.00 ","$72,083.00 ","$2,053,930.00 ","$13,282.05 ",2271231,1121875,171,,,80,0,77,3,114,17,0,1,,1,6,6,0,0,4,4,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,1,Yes,0,No,58.67%,225,2012Virginia Tech,907,218,78,65,0.16903241,0.06047949,0.05039957,University of Minnesota2000,0,1,1872,153
Virginia Tech,2002,Virginia Tech2002,0.390021207,0.489005657,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),17,0,1,No,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,232560000,,26,82976000,20867000,194210,34465,113,26,5,6,20,6,,0,,,,$0.00 ,0,60,60,"$225,400.00 ",$0.00 ,"$2,188,935.00 ","$17,527.46 ",2348680,2123280,134,,,79,,,,92,24,0,3,23,0,6,6,0,6,2,3,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,1,Yes,0,No,58.67%,225,2002Virginia Tech,907,251,98,51,0.1946199,0.07598705,0.03954428,University of Minnesota2005,0,1,1872,153
Virginia Tech,2013,Virginia Tech2013,0.471832267,0.499117945,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),28,1,1,Yes,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,496169000,,25,201646000,26129000,1052090,762326,181,19,0,10,9,6,96,3,22,3,,$0.00 ,0,58,32,"$637,735.00 ","$128,898.00 ","$2,078,792.00 ","$13,612.39 ",2368556,1730821,174,,,142,0,132,10,168,20,0,3,4,3,3,6,0,0,3,4,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,1,Yes,0,No,50.00%,225,2013Virginia Tech,907,306,387,45,0.39038765,0.49372557,0.05740995,Johns Hopkins University2008,0,1,1872,153
Virginia Tech,2014,Virginia Tech2014,0.471832267,0.499117945,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),29,1,1,yes,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,513149000,,32,204308000,28651000,967898,746521,160,12,0,16,13,3,109,10,22,10,47,$101.00 ,0,60,30,"$298,352.00 ","$282,629.00 ","$2,221,524.00 ","$14,987.12 ",2442901,2144448,163,,,112,8,104,0,146,23,0,,19,3,2,3,0,0,4,4,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,0,No,0,No,33.33%,225,2014Virginia Tech,907,53,7,,0.058219522,0.007689371,,University of Missouri System1992,0,1,1872,153
Virginia Tech,2005,Virginia Tech2005,0.390021207,0.489005657,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),20,0,1,No,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,155528255,,28,112432154,15545923,367511,187149,253,19,0,6,16,6,44,5,24,4,,$0.00 ,0,66,66,$0.00 ,$0.00 ,"$2,315,763.00 ","$22,487.61 ",2496125,2496125,111,,,58,0,45,13,109,17,0,,33,0,6,6,0,0,2,3,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,,,,,,,224,2005Virginia Tech,907,,,,,,,Yale University2023,0,1,1872,153
Virginia Tech,2004,Virginia Tech2004,0.390021207,0.489005657,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),19,0,1,No,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,128691464,,24,89007555,17330490,449636,243733,209,19,1,4,14,6,34,5,,,,$0.00 ,0,113,88,$0.00 ,"$2,424.00 ","$2,490,511.00 ","$22,470.12 ",2696414,2696414,120,,,93,6,61,26,112,27,0,1,27,0,3,6,0,0,2,3,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,0.00%,0,No,0,No,40.00%,224,2004Virginia Tech,907,37,13,,0.06448802,0.022657955,,Vanderbilt University1991,0,1,1872,153
Virginia Tech,2010,Virginia Tech2010,0.501823924,0.500000293,72502,Virginia Tech Intellectual Properties Inc.,Virginia Tech (Virginia Polytechnic Institute),25,0,1,No,51,VA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,226129280,,45,172493186,21624154,732439,455934,,18,0,28,15,2,,23,41,4,0, ,0,,, ,"$313,896.00 ","$3,068,731.00 ","$22,602.95 ",3345236, ,148,,,101,0,97,4,138,37,0,,,1,0,2,0,,4,4,,,,,,,,,,,,,,,,,,virginia tech,1,Yes,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,0.5,,,15.00%,0,No,0,No,42.50%,223,2010Virginia Tech,907,150,,38,0.14777204,,0.037435584,Texas A&M University System2002,0,1,1872,153
Wake Forest University,1991,Wake Forest University1991,,,72506,Wake Forest University,Wake Forest University,6,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,58100000,,1,44700000,6800000,0,0,,,,,,,,,,,, ,,4,, , ,"$7,224.00 ","$1,806.00 ",7224, ,4,,,1,,,,3,,1,,,,,,1,, , ,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,0.35,0.00%,0,No,0,No,50.00%,223,1991Wake Forest University,493,119,48,12,0.09576486,0.038627844,0.009656961,University of Michigan1993,0,1,1834,191
Wake Forest University,1992,Wake Forest University1992,,,72506,Wake Forest University,Wake Forest University,7,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,61800000,,2,44800000,6700000,0,0,13,,10,,,,,,,,, ,,2,, , ,"$62,500.00 ","$3,125.00 ",62500, ,20,,,9,,,,9,,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,0.35,0.00%,0,No,0,No,50.00%,221,1992Wake Forest University,493,97,41,28,0.07806043,0.032994617,0.022532908,University of Michigan1994,0,1,1834,191
Wake Forest University,1993,Wake Forest University1993,0.406920543,0.491889729,72506,Wake Forest University,Wake Forest University,8,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,58856000,,4,46610000,8284000,140826,31769,12,,0,,,,,,,,, ,,3,, ,$0.00 ,"($33,554.00)","$5,393.07 ",75503, ,14,,,6,,,,9,2,0,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,0.35,0.00%,0,No,0,No,50.00%,221,1993Wake Forest University,493,129,63,33,0.10381233,0.050699044,0.026556643,University of Michigan1995,0,1,1834,191
Wake Forest University,1996,Wake Forest University1996,0.420895211,0.494641186,72506,Wake Forest University,Wake Forest University,11,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,55714104,,4,39278443,12257103,238854,134460,19,4,1,1,2,1,,0,,,,$0.00 ,,10,,$0.00 ,$0.00 ,"($10,848.00)","$4,067.22 ",93546,93546,23,,,6,,,,7,5,0,,,,,1,0,,1, ,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,0.35,0.00%,0,No,0,No,50.00%,220,1996Wake Forest University,493,112,49,23,0.09013163,0.03943259,0.018509176,University of Michigan1996,0,1,1834,191
Wake Forest University,1994,Wake Forest University1994,0.406920543,0.491889729,72506,Wake Forest University,Wake Forest University,9,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,62626018,,6,46071247,10109766,137285,52650,16,,0,,,,,,,,, ,,10,, ,$0.00 ,"$92,179.00 ","$8,840.70 ",176814, ,20,,,5,,,,7,3,0,,,,,0,1,,2,1,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,,15.00%,0,No,0,No,42.50%,220,1994Wake Forest University,493,115,54,32,0.1132919,0.05319793,0.031524703,Texas A&M University System2006,0,1,1834,191
Wake Forest University,1995,Wake Forest University1995,0.420895211,0.494641186,72506,Wake Forest University,Wake Forest University,10,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,62998535,,10,49076690,10919714,298769,112071,21,,2,,,,,,,,, ,,9,, ,$0.00 ,"$75,641.00 ","$7,949.67 ",262339, ,33,,,7,,,,18,5,0,,,,,2,0,,2,1,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,,0.00%,0,No,0,No,37.50%,220,1995Wake Forest University,493,212,142,29,0.20885114,0.13989086,0.02856926,Texas A&M University System2012120s_TexasA&MUniversitySystem_IPPolicy_2012.txt,0,1,1834,191
Wake Forest University,2012,Wake Forest University2012,0.439240783,0.494564949,72506,Wake Forest University,Wake Forest University,27,1,1,Yes,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,193813772,,23,154878847,11760142,0,0,,7,,,,5,14,13,20,3,, ,0,8,8, , ,"$363,949.00 ","$5,352.19 ",363949, ,68,,,44,,,,44,,1,,19,1,4,5,0,,5,3,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,,0.00%,1,Yes,0,No,,219,2012Wake Forest University,493,,,,,,,Johns Hopkins University2014,0,1,1834,191
Wake Forest University,2020,Wake Forest University2020,0.424904723,0.491798418,72506,Wake Forest University,Wake Forest University,35,1,1,Yes,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,265000000,,11, , ,0,0,,,,,,,,,11,,, ,,,, , ,"$403,000.00 ","$7,196.43 ",403000, ,56,,,12,,,,,15,0,,,,,4,0,, , ,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,0.35,0.00%,0,No,0,No,50.00%,217,2020Wake Forest University,493,329,144,87,0.2647617,0.11588353,0.070012964,University of Michigan200732s_UniversityofMichigan_TechTransferPolicy_2007.pdf,0,1,1834,191
Wake Forest University,1997,Wake Forest University1997,0.420895211,0.494641186,72506,Wake Forest University,Wake Forest University,12,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,55292043,,3,38608906,13858376,303551,79571,18,2,0,2,1,0,,1,,,,$0.00 ,,8,,"$117,500.00 ",$0.00 ,"$408,672.00 ","$28,756.91 ",632652,515152,22,,,11,,,,15,11,0,0,,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,0.35,0.00%,0,No,0,No,50.00%,217,1997Wake Forest University,493,168,80,52,0.13519746,0.06437974,0.04184683,University of Michigan1997,0,1,1834,191
Wake Forest University,2021,Wake Forest University2021,0.424904723,0.491798418,72506,Wake Forest University,Wake Forest University,36,1,1,Yes,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,225992619,,8,166876957,12864179,440421,203213,67,2,0,1,6,1,7,5,7,1,0,$0.00 ,0,37,33,"$154,900.00 ",$0.00 ,"$689,645.00 ","$24,390.87 ",926853,771953,38,4,,35,0,11,16,27,10,0,,2,0,1,1,0,0,5,6,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,0.35,0.00%,0,No,0,No,50.00%,216,2021Wake Forest University,493,306,132,75,0.2462525,0.10622657,0.060356006,University of Michigan2008,0,1,1834,191
Wake Forest University,2022,Wake Forest University2022,0.424904723,0.491798418,72506,Wake Forest University,Wake Forest University,37,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,258102485,,6,190563630,23391692,1039284,207139,74,1,0,0,2,1,,5,6,0,0,"$15,000.00 ",0,26,19,"$464,400.00 ",$0.00 ,"$434,606.00 ","$40,862.94 ",1266751,762351,31,7,,22,2,12,3,20,11,0,1,11,0,0,1,0,0,5,3,0,0,1,0,1,4,0,0,6,0,No,0,No,0,No,0,No,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,,0.00%,0,No,0,No,37.50%,214,2022Wake Forest University,493,196,63,20,0.1930888,0.062064257,0.019702937,Texas A&M University System2009,0,1,1834,191
Wake Forest University,1998,Wake Forest University1998,0.420895211,0.494641186,72506,Wake Forest University,Wake Forest University,13,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,57202499,,9,44178051,13024448,377480,131787,22,6,0,6,3,0,,3,,,,$0.00 ,,8,,"$241,880.00 ",$0.00 ,"$1,496,187.00 ","$35,548.57 ",1741880,1500000,49,,,10,,,,33,13,0,0,0,0,0,0,1,,2,1,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,,0.00%,1,Yes,0,No,50.00%,209,1998Wake Forest University,493,409,577,58,0.52179265,0.73612314,0.07399505,Johns Hopkins University201132s_JohnsHopkinsUniversity_IPPolicy_2011.pdf,0,1,1834,191
Wake Forest University,2013,Wake Forest University2013,0.439240783,0.494564949,72506,Wake Forest University,Wake Forest University,28,1,1,Yes,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,200133060,,25,155946761,11682448,0,0,,,,,,,,,22,3,, ,,14,10, , ,"$2,206,265.00 ","$21,630.05 ",2206265, ,102,,,29,,,,68,,1,,22,3,3,6,0,,5,6,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,,0.00%,1,Yes,0,No,50.00%,208,2013Wake Forest University,493,441,225,78,0.56261754,0.28704974,0.09951058,Johns Hopkins University2013,0,1,1834,191
Wake Forest University,1999,Wake Forest University1999,0.439240783,0.494564949,72506,Wake Forest University,Wake Forest University,14,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,78351866,,6,59207893,15853250,798320,130239,15,2,2,2,3,1,,4,,,,$0.00 ,,9,4,"$102,000.00 ",$0.00 ,"$2,120,906.00 ","$77,471.86 ",2788987,2686987,36,,,12,,,,19,3,0,0,3,0,1,1,0,,2,2,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,0.35,0.00%,0,No,0,No,50.00%,206,1999Wake Forest University,493,160,78,61,0.12875947,0.06277025,0.04908955,University of Michigan1998,0,1,1834,191
Wake Forest University,2000,Wake Forest University2000,0.439240783,0.494564949,72506,Wake Forest University,Wake Forest University,15,1,1,YES,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,83574900,,9,64011800,15052900,699460,458998,21,8,3,2,2,5,,1,,,,$0.00 ,1,12,2,"$160,000.00 ",$1.00 ,"$2,713,138.00 ","$92,300.00 ",2953600,2793600,32,,,13,,,,31,12,0,1,4,0,2,3,0,3,2,2,,,,,,,,,,,,,,,,,,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,,20.00%,0,No,0,No,,208,2000Wake Forest University,493,,,,,,,University of Washington2015120s_UniversityofWashington_IPPolicy_2015.txt; 120s_UniversityofWashington_RevenuePolicy_2015.txt,0,1,1834,191
Wake Forest University,2023,Wake Forest University2023,0.424904723,0.491798418,72506,Wake Forest University,Wake Forest University,38,1,1,Yes,37,NC,0,5U,0,1,Non-R1,1,Private,1,Yes,3,Urban,0,No,347486152,,1,228537952,50013934,1590406,249984,71,3,0,9,1,,,6,9,1,,"$1,422,450.00 ",1,23,19,"$223,830.00 ","$3,613.00 ","$3,555,490.00 ","$81,598.53 ",4895912,3249632,60,14,,16,0,16,0,43,20,0,1,11,0,0,0,1,0,5,5,0,0,3,5,1,0,5,1,3,,,0,No,,,0,No,wake forest university,1,Yes,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,35.00%,0.35,,0.35,0.00%,0,No,0,No,50.00%,208,2023Wake Forest University,493,350,153,72,0.28166136,0.12312625,0.057941765,University of Michigan2009,0,1,1834,191
